"GeographyCode","KS206EW0001","KS206EW0002","KS206EW0003","KS206EW0004","KS206EW0005","KS206EW0006","KS206EW0007","KS206EW0008","KS206EW0009"
"E02000166",3537,2965,322,49,201,83.8281029120724,9.10376024879842,1.38535482046932,5.68278201865988
"E02000167",3629,2942,341,33,313,81.069165059245,9.3965279691375,0.909341416368145,8.62496555524938
"E02000168",3535,2877,344,62,252,81.3861386138614,9.73125884016973,1.75388967468175,7.12871287128713
"E02000169",2942,2159,365,61,357,73.3854520734194,12.4065261726717,2.07341944255608,12.1346023113528
"E02000170",3685,2633,464,46,542,71.4518317503392,12.5915875169607,1.2483039348711,14.708276797829
"E02000171",3502,2743,409,50,300,78.3266704740148,11.6790405482581,1.42775556824672,8.5665334094803
"E02000172",4186,3068,502,127,489,73.2919254658385,11.9923554706163,3.03392259913999,11.6817964644052
"E02000173",3569,2495,414,68,592,69.9075371252452,11.5998879237882,1.90529560100869,16.587279349958
"E02000174",3822,2811,456,101,454,73.5478806907378,11.9309262166405,2.64259549973836,11.8785975928833
"E02000175",4277,3118,492,66,601,72.9015665185878,11.5033902267945,1.54313771335048,14.0519055412672
"E02000176",3261,2470,319,31,441,75.7436369211898,9.78227537565164,0.950628641521006,13.5234590616375
"E02000177",3865,2857,454,150,404,73.9197930142303,11.7464424320828,3.88098318240621,10.4527813712807
"E02000178",4280,3010,441,96,733,70.3271028037383,10.303738317757,2.24299065420561,17.1261682242991
"E02000179",2870,2014,335,106,415,70.1742160278746,11.6724738675958,3.69337979094077,14.4599303135889
"E02000180",3394,2456,375,81,482,72.3629935179729,11.0489098408957,2.38656452563347,14.2015321154979
"E02000181",3657,2675,434,41,507,73.147388569866,11.8676510801203,1.12113754443533,13.8638228055783
"E02000182",2963,1844,404,82,633,62.2342220722241,13.6348295646304,2.76746540668242,21.363482956463
"E02000183",3881,3056,349,49,427,78.7425921154342,8.99252769904664,1.26256119556815,11.002318989951
"E02000184",3655,2404,550,135,566,65.7729138166895,15.0478796169631,3.69357045143639,15.4856361149111
"E02000185",3938,2542,437,181,778,64.5505332656171,11.0970035551041,4.59624174707974,19.7562214321991
"E02000186",3099,2129,423,59,488,68.6995805098419,13.649564375605,1.90383994837044,15.7470151661826
"E02000187",3290,1964,508,204,614,59.6960486322188,15.4407294832827,6.20060790273556,18.6626139817629
"E02000188",3170,1958,535,179,498,61.7665615141956,16.8769716088328,5.64668769716088,15.7097791798107
"E02000189",2253,1258,359,92,544,55.8366622281403,15.9343098091434,4.08344429649356,24.1455836662228
"E02000190",3181,2144,330,62,645,67.4001886199308,10.3740961961647,1.94907261867337,20.2766425652311
"E02000191",2868,1794,417,40,617,62.5523012552301,14.5397489539749,1.39470013947001,21.513249651325
"E02000192",3375,2297,418,101,559,68.0592592592593,12.3851851851852,2.99259259259259,16.562962962963
"E02000193",3850,2737,483,27,603,71.0909090909091,12.5454545454545,0.701298701298701,15.6623376623377
